ritz,2014,3.35,5.59,270,0,1,0,0
sx4,2013,4.75,9.54,430,1,1,0,0
ciaz,2017,7.25,9.85,69,0,1,0,0
wagon r,2011,2.85,4.15,52,0,1,0,0
swift,2014,4.6,6.87,424.5,1,1,0,0
vitara brezza,2018,9.25,9.83,20.71,1,1,0,0
ciaz,2015,6.75,8.12,187.96,0,1,0,0
s cross,2015,6.5,8.61,334.29,1,1,0,0
ciaz,2016,8.75,8.89,202.73,1,1,0,0
ciaz,2015,7.45,8.92,423.67,1,1,0,0
alto 800,2017,2.85,3.6,21.35,0,1,0,0
ciaz,2015,6.85,10.38,510,1,1,0,0
ciaz,2015,7.5,9.94,150,0,1,1,0
ertiga,2015,6.1,7.71,260,0,1,0,0
dzire,2009,2.25,7.21,774.27,0,1,0,0
ertiga,2016,7.75,10.79,430,1,1,0,0
ertiga,2015,7.25,10.79,416.78,1,1,0,0
ertiga,2016,7.75,10.79,430,1,1,0,0
wagon r,2015,3.25,5.09,355,2,1,0,0
sx4,2010,2.65,7.98,414.42,0,1,0,0
alto k10,2016,2.85,3.95,250,0,1,0,0
ignis,2017,4.9,5.71,24,0,1,0,0
sx4,2011,4.4,8.01,500,0,1,1,0
alto k10,2014,2.5,3.46,452.8,0,1,0,0
wagon r,2013,2.9,4.41,568.79,0,1,0,0
swift,2011,3,4.99,200,0,1,0,0
swift,2013,4.15,5.87,551.38,0,1,0,0
swift,2017,6,6.49,162,0,0,0,0
alto k10,2010,1.95,3.95,445.42,0,1,0,0
ciaz,2015,7.45,10.38,450,1,1,0,0
ritz,2012,3.1,5.98,514.39,1,1,0,0
ritz,2011,2.35,4.89,542,0,1,0,0
swift,2014,4.95,7.49,390,1,1,0,0
ertiga,2014,6,9.95,450,1,1,0,0
dzire,2014,5.5,8.06,450,1,1,0,0
sx4,2011,2.95,7.74,499.98,2,1,0,0
dzire,2015,4.65,7.2,487.67,0,1,0,0
800,2003,0.35,2.28,1270,0,0,0,0
alto k10,2016,3,3.76,100.79,0,1,0,0
sx4,2003,2.25,7.98,620,0,1,0,0
baleno,2016,5.85,7.87,245.24,0,1,1,0
alto k10,2014,2.55,3.98,467.06,0,1,0,0
sx4,2008,1.95,7.15,580,0,1,0,0
dzire,2014,5.5,8.06,457.8,1,1,0,0
omni,2012,1.25,2.69,500,0,1,0,0
ciaz,2014,7.5,12.04,150,0,1,1,0
ritz,2013,2.65,4.89,645.32,0,1,0,0
wagon r,2006,1.05,4.15,650,0,1,0,0
ertiga,2015,5.8,7.71,258.7,0,1,0,0
ciaz,2017,7.75,9.29,370,0,1,1,0
fortuner,2012,14.9,30.61,1047.07,1,1,1,0
fortuner,2015,23,30.61,400,1,1,1,0
innova,2017,18,19.77,150,1,1,1,0
fortuner,2013,16,30.61,1350,1,0,1,0
innova,2005,2.75,10.21,900,0,0,0,0
corolla altis,2009,3.6,15.04,700,0,1,1,0
etios cross,2015,4.5,7.27,405.34,0,1,0,0
corolla altis,2010,4.75,18.54,500,0,1,0,0
etios g,2014,4.1,6.8,394.85,0,1,0,1
fortuner,2014,19.99,35.96,410,1,1,1,0
corolla altis,2013,6.95,18.61,400.01,0,1,0,0
etios cross,2015,4.5,7.7,405.88,0,1,0,0
fortuner,2014,18.75,35.96,780,1,1,1,0
fortuner,2015,23.5,35.96,470,1,1,1,0
fortuner,2017,33,36.23,60,1,1,1,0
etios liva,2014,4.75,6.95,450,1,1,0,0
innova,2017,19.75,23.15,110,0,1,1,0
fortuner,2010,9.25,20.45,590,1,1,0,0
corolla altis,2011,4.35,13.74,880,0,1,0,0
corolla altis,2016,14.25,20.91,120,0,1,0,0
etios liva,2014,3.95,6.76,710,1,1,0,0
corolla altis,2011,4.5,12.48,450,1,1,0,0
corolla altis,2013,7.45,18.61,560.01,0,1,0,0
etios liva,2011,2.65,5.71,430,0,1,0,0
etios cross,2014,4.9,8.93,830,1,1,0,0
etios g,2015,3.95,6.8,360,0,1,0,0
corolla altis,2013,5.5,14.68,720,0,1,0,0
corolla,2004,1.5,12.35,1351.54,0,1,1,0
corolla altis,2010,5.25,22.83,800,0,1,1,0
fortuner,2012,14.5,30.61,890,1,1,1,0
corolla altis,2016,14.73,14.89,230,1,1,0,0
etios gd,2015,4.75,7.85,400,1,1,0,0
innova,2017,23,25.39,150,1,1,1,0
innova,2015,12.5,13.46,380,1,1,0,0
innova,2005,3.49,13.46,1971.76,1,1,0,0
camry,2006,2.5,23.73,1420,0,0,1,3
land cruiser,2010,35,92.6,780,1,1,0,0
corolla altis,2012,5.9,13.74,560,0,1,0,0
etios liva,2013,3.45,6.05,470,0,1,0,0
etios g,2014,4.75,6.76,400,0,1,0,0
corolla altis,2009,3.8,18.61,620,0,1,0,0
innova,2014,11.25,16.09,582.42,1,1,0,0
innova,2005,3.51,13.7,750,0,1,0,0
fortuner,2015,23,30.61,400,1,1,1,0
corolla altis,2008,4,22.78,890,0,1,1,0
corolla altis,2012,5.85,18.61,720,0,1,0,0
innova,2016,20.75,25.39,290,1,1,1,0
corolla altis,2017,17,18.64,87,0,1,0,0
corolla altis,2013,7.05,18.61,450,0,1,0,0
fortuner,2010,9.65,20.45,500.24,1,1,0,0
Royal Enfield Thunder 500,2016,1.75,1.9,30,0,0,0,0
UM Renegade Mojave,2017,1.7,1.82,14,0,0,0,0
KTM RC200,2017,1.65,1.78,40,0,0,0,0
Bajaj Dominar 400,2017,1.45,1.6,12,0,0,0,0
Royal Enfield Classic 350,2017,1.35,1.47,41,0,0,0,0
KTM RC390,2015,1.35,2.37,217,0,0,0,0
Hyosung GT250R,2014,1.35,3.45,165,0,0,0,1
Royal Enfield Thunder 350,2013,1.25,1.5,150,0,0,0,0
Royal Enfield Thunder 350,2016,1.2,1.5,180,0,0,0,0
Royal Enfield Classic 350,2017,1.2,1.47,110,0,0,0,0
KTM RC200,2016,1.2,1.78,60,0,0,0,0
Royal Enfield Thunder 350,2016,1.15,1.5,87,0,0,0,0
KTM 390 Duke ,2014,1.15,2.4,70,0,0,0,0
Mahindra Mojo XT300,2016,1.15,1.4,350,0,0,0,0
Royal Enfield Classic 350,2015,1.15,1.47,170,0,0,0,0
Royal Enfield Classic 350,2015,1.11,1.47,175,0,0,0,0
Royal Enfield Classic 350,2013,1.1,1.47,330,0,0,0,0
Royal Enfield Thunder 500,2015,1.1,1.9,140,0,0,0,0
Royal Enfield Classic 350,2015,1.1,1.47,260,0,0,0,0
Royal Enfield Thunder 500,2013,1.05,1.9,54,0,0,0,0
Bajaj Pulsar RS200,2016,1.05,1.26,57,0,0,0,0
Royal Enfield Thunder 350,2011,1.05,1.5,69,0,0,0,0
Royal Enfield Bullet 350,2016,1.05,1.17,60,0,0,0,0
Royal Enfield Classic 350,2013,1,1.47,465,0,0,0,0
Royal Enfield Classic 500,2012,0.95,1.75,115,0,0,0,0
Royal Enfield Classic 500,2009,0.9,1.75,400,0,0,0,0
Bajaj Avenger 220,2017,0.9,0.95,13,0,0,0,0
Bajaj Avenger 150,2016,0.75,0.8,70,0,0,0,0
Honda CB Hornet 160R,2017,0.8,0.87,30,0,0,0,0
Yamaha FZ S V 2.0,2017,0.78,0.84,50,0,0,0,0
Honda CB Hornet 160R,2017,0.75,0.87,110,0,0,0,0
Yamaha FZ 16,2015,0.75,0.82,180,0,0,0,0
Bajaj Avenger 220,2017,0.75,0.95,35,0,0,0,0
Bajaj Avenger 220,2016,0.72,0.95,5,0,0,0,0
TVS Apache RTR 160,2017,0.65,0.81,118,0,0,0,0
Bajaj Pulsar 150,2015,0.65,0.74,50,0,0,0,0
Honda CBR 150,2014,0.65,1.2,235,0,0,0,0
Hero Extreme,2013,0.65,0.787,160,0,0,0,0
Honda CB Hornet 160R,2016,0.6,0.87,150,0,0,0,0
Bajaj Avenger 220 dtsi,2015,0.6,0.95,166,0,0,0,0
Honda CBR 150,2013,0.6,1.2,320,0,0,0,0
Bajaj Avenger 150 street,2016,0.6,0.8,200,0,0,0,0
Yamaha FZ  v 2.0,2015,0.6,0.84,290,0,0,0,0
Yamaha FZ  v 2.0,2016,0.6,0.84,250,0,0,0,0
Bajaj Pulsar  NS 200,2014,0.6,0.99,250,0,0,0,0
TVS Apache RTR 160,2012,0.6,0.81,190,0,0,0,0
Hero Extreme,2014,0.55,0.787,150,0,0,0,0
Yamaha FZ S V 2.0,2015,0.55,0.84,580,0,0,0,0
Bajaj Pulsar 220 F,2010,0.52,0.94,450,0,0,0,0
Bajaj Pulsar 220 F,2016,0.51,0.94,240,0,0,0,0
TVS Apache RTR 180,2011,0.5,0.826,60,0,0,0,0
Hero Passion X pro,2016,0.5,0.55,310,0,0,0,0
Bajaj Pulsar NS 200,2012,0.5,0.99,130,0,0,0,0
Bajaj Pulsar NS 200,2013,0.5,0.99,450,0,0,0,0
Yamaha Fazer ,2014,0.5,0.88,80,0,0,0,0
Honda Activa 4G,2017,0.48,0.51,43,0,0,1,0
TVS Sport ,2017,0.48,0.52,150,0,0,0,0
Yamaha FZ S V 2.0,2015,0.48,0.84,230,0,0,0,0
Honda Dream Yuga ,2017,0.48,0.54,86,0,0,0,0
Honda Activa 4G,2017,0.45,0.51,40,0,0,1,0
Bajaj Avenger Street 220,2011,0.45,0.95,240,0,0,0,0
TVS Apache RTR 180,2014,0.45,0.826,230,0,0,0,0
Bajaj Pulsar NS 200,2012,0.45,0.99,145,0,0,0,0
Bajaj Avenger 220 dtsi,2010,0.45,0.95,270,0,0,0,0
Hero Splender iSmart,2016,0.45,0.54,140,0,0,0,0
Activa 3g,2016,0.45,0.54,5,0,0,1,0
Hero Passion Pro,2016,0.45,0.55,10,0,0,0,0
TVS Apache RTR 160,2014,0.42,0.81,420,0,0,0,0
Honda CB Trigger,2013,0.42,0.73,120,0,0,0,0
Hero Splender iSmart,2015,0.4,0.54,140,0,0,0,0
Yamaha FZ S ,2012,0.4,0.83,55,0,0,0,0
Hero Passion Pro,2015,0.4,0.55,67,0,0,0,0
Bajaj Pulsar 135 LS,2014,0.4,0.64,137,0,0,0,0
Activa 4g,2017,0.4,0.51,13,0,0,1,0
Honda CB Unicorn,2015,0.38,0.72,386,0,0,0,0
Hero Honda CBZ extreme,2011,0.38,0.787,750,0,0,0,0
Honda Karizma,2011,0.35,1.05,300,0,0,0,0
Honda Activa 125,2016,0.35,0.57,240,0,0,1,0
TVS Jupyter,2014,0.35,0.52,190,0,0,1,0
Honda Karizma,2010,0.31,1.05,2130,0,0,0,0
Hero Honda Passion Pro,2012,0.3,0.51,600,0,0,0,0
Hero Splender Plus,2016,0.3,0.48,500,0,0,0,0
Honda CB Shine,2013,0.3,0.58,300,0,0,0,0
Bajaj Discover 100,2013,0.27,0.47,210,0,0,0,0
Bajaj Pulsar 150,2008,0.25,0.75,260,0,0,0,1
Suzuki Access 125,2008,0.25,0.58,19,0,0,1,0
TVS Wego,2010,0.25,0.52,220,0,0,1,0
Honda CB twister,2013,0.25,0.51,320,0,0,0,0
Hero Glamour,2013,0.25,0.57,180,0,0,0,0
Hero Super Splendor,2005,0.2,0.57,550,0,0,0,0
Bajaj Pulsar 150,2008,0.2,0.75,600,0,0,0,0
Bajaj Discover 125,2012,0.2,0.57,250,0,0,0,1
Hero Hunk,2007,0.2,0.75,490,0,0,0,1
Hero  Ignitor Disc,2013,0.2,0.65,240,0,0,0,1
Hero  CBZ Xtreme,2008,0.2,0.787,500,0,0,0,0
Bajaj  ct 100,2015,0.18,0.32,350,0,0,0,0
Activa 3g,2008,0.17,0.52,5000,0,0,1,0
Honda CB twister,2010,0.16,0.51,330,0,0,0,0
Bajaj Discover 125,2011,0.15,0.57,350,0,0,0,1
Honda CB Shine,2007,0.12,0.58,530,0,0,0,0
Bajaj Pulsar 150,2006,0.1,0.75,922.33,0,0,0,0
i20,2010,3.25,6.79,580,1,1,0,1
grand i10,2015,4.4,5.7,282,0,1,0,0
i10,2011,2.95,4.6,534.6,0,1,0,0
eon,2015,2.75,4.43,282.82,0,1,0,0
grand i10,2016,5.25,5.7,34.93,0,1,0,1
xcent,2017,5.75,7.13,124.79,0,1,0,0
grand i10,2015,5.15,5.7,347.97,0,1,1,0
i20,2017,7.9,8.1,34.35,0,1,0,0
grand i10,2015,4.85,5.7,211.25,1,1,0,0
i10,2012,3.1,4.6,357.75,0,1,0,0
elantra,2015,11.75,14.79,435.35,1,1,0,0
creta,2016,11.25,13.6,226.71,0,1,0,0
i20,2011,2.9,6.79,316.04,0,1,0,0
grand i10,2017,5.25,5.7,201.14,0,1,0,0
verna,2012,4.5,9.4,361,0,1,0,0
eon,2016,2.9,4.43,125,0,1,0,0
eon,2016,3.15,4.43,150,0,1,0,0
verna,2014,6.45,9.4,450.78,0,1,0,0
verna,2012,4.5,9.4,360,0,1,0,0
eon,2017,3.5,4.43,384.88,0,1,0,0
i20,2013,4.5,6.79,320,0,1,1,0
i20,2014,6,7.6,776.32,1,1,0,0
verna,2015,8.25,9.4,613.81,1,1,0,0
verna,2013,5.11,9.4,361.98,0,1,1,0
i10,2011,2.7,4.6,225.17,0,1,0,0
grand i10,2015,5.25,5.7,246.78,0,1,0,0
i10,2011,2.55,4.43,570,0,1,0,0
verna,2012,4.95,9.4,600,1,1,0,0
i20,2012,3.1,6.79,521.32,1,1,0,0
verna,2013,6.15,9.4,450,1,1,0,0
verna,2017,9.25,9.4,150.01,0,1,0,0
elantra,2015,11.45,14.79,129,0,1,1,0
grand i10,2013,3.9,5.7,530,1,1,0,0
grand i10,2015,5.5,5.7,44.92,0,1,0,0
verna,2017,9.1,9.4,151.41,0,1,0,0
eon,2016,3.1,4.43,118.49,0,1,0,0
creta,2015,11.25,13.6,680,1,1,0,0
verna,2013,4.8,9.4,602.41,0,1,0,0
eon,2012,2,4.43,237.09,0,1,0,0
verna,2012,5.35,9.4,323.22,1,1,0,0
xcent,2015,4.75,7.13,358.66,0,1,0,1
xcent,2014,4.4,7.13,340,0,1,0,0
i20,2016,6.25,7.6,70,0,1,0,0
verna,2013,5.95,9.4,490,1,1,0,0
verna,2012,5.2,9.4,710,1,1,0,0
i20,2012,3.75,6.79,350,0,1,0,0
verna,2015,5.95,9.4,360,0,1,0,0
i10,2013,4,4.6,300,0,1,0,0
i20,2016,5.25,7.6,170,0,1,0,0
creta,2016,12.9,13.6,359.34,1,1,0,0
city,2013,5,9.9,567.01,0,1,0,0
brio,2015,5.4,6.82,314.27,0,1,1,0
city,2014,7.2,9.9,480,1,1,0,0
city,2013,5.25,9.9,542.42,0,1,0,0
brio,2012,3,5.35,536.75,0,1,0,0
city,2016,10.25,13.6,495.62,0,1,0,0
city,2015,8.5,13.6,403.24,0,1,0,0
city,2015,8.4,13.6,250,0,1,0,0
amaze,2014,3.9,7,360.54,0,1,0,0
city,2016,9.15,13.6,292.23,0,1,0,0
brio,2016,5.5,5.97,56,0,1,0,0
amaze,2015,4,5.8,400.23,0,1,0,0
jazz,2016,6.6,7.7,160.02,0,1,0,0
amaze,2015,4,7,400.26,0,1,0,0
jazz,2017,6.5,8.7,212,0,1,0,0
amaze,2014,3.65,7,350,0,1,0,0
city,2016,8.35,9.4,194.34,1,1,0,0
brio,2017,4.8,5.8,190,0,1,0,0
city,2015,6.7,10,188.28,0,1,0,0
city,2011,4.1,10,693.41,0,1,0,0
city,2009,3,10,695.62,0,1,0,0
city,2015,7.5,10,276,0,1,0,0
jazz,2010,2.25,7.5,612.03,0,1,0,0
brio,2014,5.3,6.8,165,0,1,0,0
city,2016,10.9,13.6,307.53,0,1,1,0
city,2015,8.65,13.6,248,0,1,0,0
city,2015,9.7,13.6,217.8,0,1,0,0
jazz,2016,6,8.4,40,0,1,0,0
city,2014,6.25,13.6,401.26,0,1,0,0
brio,2015,5.25,5.9,144.65,0,1,0,0
city,2006,2.1,7.6,504.56,0,1,0,0
city,2014,8.25,14,630,1,1,0,0
city,2016,8.99,11.8,90.1,0,1,0,0
brio,2013,3.5,5.9,98,0,1,0,0
jazz,2016,7.4,8.5,150.59,0,1,1,0
jazz,2016,5.65,7.9,285.69,0,1,0,0
amaze,2015,5.75,7.5,440,0,1,1,0
city,2015,8.4,13.6,340,0,1,0,0
city,2016,10.11,13.6,109.8,0,1,0,0
amaze,2014,4.5,6.4,190,0,1,0,0
brio,2015,5.4,6.1,314.27,0,1,0,0
jazz,2016,6.4,8.4,120,0,1,0,0
city,2010,3.25,9.9,380,0,1,0,0
amaze,2014,3.75,6.8,330.19,0,1,0,0
city,2015,8.55,13.09,600.76,1,1,0,0
city,2016,9.5,11.6,339.88,1,1,0,0
brio,2015,4,5.9,600,0,1,0,0
city,2009,3.35,11,879.34,0,1,0,0
city,2017,11.5,12.5,90,1,1,0,0
brio,2016,5.3,5.9,54.64,0,1,0,0
